Cow_ID,Day,Age_Years,Breed,Body_Temperature_C,Env_Temperature_C,Env_Humidity_Percent,Cows_Movement_Activity,Milk_Conductivity_mS_cm,Mastitis_Status,Mastitis_Next_7_Days,Mastitis_Next_14_Days
C0001,18,8,Holstein Friesian,38.52613280696914,22.906172503117435,71.0507706365852,2640.1175009917374,4.817282238152373,Healthy,0,0
C0001,19,8,Holstein Friesian,38.18692398192219,21.480867861436895,75.13127891532862,2267.4791515181446,4.672957134646889,Healthy,0,0
C0001,20,8,Holstein Friesian,38.279699293196195,20.932070590768447,70.33586865309582,2096.702881249764,4.888908673899938,Healthy,0,0
C0001,21,8,Holstein Friesian,38.71516507803656,26.797073283692782,72.75689391702754,1994.9197400999858,4.492619247300056,Healthy,0,0
C0001,22,8,Holstein Friesian,38.25591841257768,23.966620801528453,77.7321205323262,2313.2765940247637,4.741787545026837,Healthy,0,0
C0001,23,8,Holstein Friesian,38.169998867019885,25.314802696988068,62.06285793275486,2237.855195953782,4.89591253097886,Healthy,0,0
C0001,24,8,Holstein Friesian,38.27723699537994,21.740507822955788,71.92907951396515,2330.6705049059387,4.92840534715121,Healthy,0,0
C0001,25,8,Holstein Friesian,38.08265248335262,23.74549181217649,72.6468001062135,2194.2507965104865,4.730178353415247,Healthy,0,0
C0001,26,8,Holstein Friesian,38.31478477502978,25.010723594169093,75.92833963454228,2519.0924902684237,4.80710424894996,Healthy,0,0
C0001,27,8,Holstein Friesian,38.28755862004691,23.160436440434072,64.41609651551732,2537.717628141428,4.616588509905862,Healthy,0,0
C0001,28,8,Holstein Friesian,38.04818481941726,26.051621000981115,61.853742292621284,,4.73917005655707,Healthy,0,0
C0001,29,8,Holstein Friesian,38.34838282222862,24.362920157675372,70.99615005253779,2101.1634687260735,4.627533622589447,Healthy,0,0
C0001,30,8,Holstein Friesian,38.638974561416916,25.662557258798035,74.01092437635327,2516.5069769693637,4.74698414759896,Healthy,0,0
C0001,31,8,Holstein Friesian,38.3259185477253,24.39997233460788,71.91756159494754,2884.3090050248293,5.002359011295141,Healthy,0,0
C0001,32,8,Holstein Friesian,38.115402479497504,29.20390680313422,73.67776164719405,2077.032189723394,4.460639981619468,Healthy,0,0
C0001,33,8,Holstein Friesian,,25.972338928303284,68.53845332250432,2436.602019761941,4.738953851562256,Healthy,0,0
C0001,34,8,Holstein Friesian,37.87823792569392,24.366574290302427,71.56515210779261,2069.1485345777714,4.5879328719087695,Healthy,0,0
C0001,35,8,Holstein Friesian,38.50295725196298,27.943606123893275,68.82090183160277,2592.996819934977,,Healthy,0,0
C0001,36,8,Holstein Friesian,38.177867624146344,24.26651937463842,66.33745093351074,2608.249597929614,4.854135824109536,Healthy,0,1
C0001,37,8,Holstein Friesian,38.2679569895552,26.387285487407272,81.36308473879987,2428.6903152785053,4.80145734880855,Healthy,0,1
C0001,38,8,Holstein Friesian,38.002502150914346,22.07281536290331,70.4084391574121,2771.038134073082,4.696829737544083,Healthy,0,1
C0001,39,8,Holstein Friesian,38.2017407199607,23.61537488722963,63.35227756080338,2253.150623863168,4.585737650570457,Healthy,0,1
C0001,40,8,Holstein Friesian,37.83164834122602,26.418206206051973,71.5707276758457,2410.3412816047876,5.078504961398383,Healthy,0,1
C0001,41,8,Holstein Friesian,38.10430185417419,28.2999355588821,65.86952915196076,2976.0122507507313,4.914789269343949,Healthy,0,1
C0001,42,8,Holstein Friesian,38.19221973630444,27.000953133865313,70.2556161475227,2396.7699317311226,4.682386533764846,Healthy,0,1
C0001,43,8,Holstein Friesian,38.697953941642766,27.358046993212074,75.44851229712532,2459.8283095592565,4.879947687245359,Healthy,1,1
C0001,44,8,Holstein Friesian,38.25596804340364,25.822994695106857,62.16307309188894,2420.2243957326696,4.751615084712694,Healthy,1,1
C0001,45,8,Holstein Friesian,38.06236973838679,24.98331440493623,70.10867086939803,1752.5099122912238,5.623332832590503,At Risk,1,1
C0001,46,8,Holstein Friesian,38.39574965740196,25.32013911670581,68.62303781052368,2059.643073285147,5.204374337204437,At Risk,1,1
C0001,47,8,Holstein Friesian,38.24505760966099,25.792957634158864,70.78992977527798,2007.97493383851,5.1581571746460995,At Risk,1,1
C0001,48,8,Holstein Friesian,38.47336922820309,29.113531838860517,78.95323164565612,2009.7106948850067,4.8879196081171195,At Risk,1,1
C0001,49,8,Holstein Friesian,38.64964490158204,29.148041931970848,64.70624622941655,1965.904606341099,5.407666993568369,At Risk,1,1
C0001,50,8,Holstein Friesian,39.40739586074528,24.0078377578535,61.556526600271496,500.0,7.079122454680116,Mastitis,1,1
C0001,51,8,Holstein Friesian,38.684068700344085,28.53084100632274,63.324766099315084,1630.2235257086595,5.81666494602655,Mastitis,1,1
C0001,52,8,Holstein Friesian,39.180363075501624,26.814998234036835,61.34159919401606,,6.287196426225868,Mastitis,0,0
C0001,53,8,Holstein Friesian,38.40579845358009,,62.18029324797143,2477.810231295842,4.501707305223018,Healthy,0,0
C0001,54,8,Holstein Friesian,38.38072368118551,28.751156680940397,67.90541272766791,2147.26126440052,4.534959806497044,Healthy,0,0
C0001,55,8,Holstein Friesian,38.08765024371221,29.912531406550585,63.02307197613036,,4.617577104761778,Healthy,0,0
C0001,56,8,Holstein Friesian,38.61468899929251,29.974463814282487,65.58543856376325,2791.626914761223,4.616613806201072,Healthy,0,0
C0001,57,8,Holstein Friesian,38.41197710433815,27.05976651551351,60.74339988771746,2358.4912738778494,4.455041222034803,Healthy,0,0
C0001,58,8,Holstein Friesian,38.36712804315443,26.372814833397662,67.39651748639595,,4.975354521146254,Healthy,0,0
C0001,59,8,Holstein Friesian,38.00812818794579,29.420797593903803,60.969033031578576,2936.4603365131607,4.94140917843031,Healthy,0,0
C0001,60,8,Holstein Friesian,38.48345825388607,30.187263438404116,74.33461223468642,2231.536694358355,4.595280099621794,Healthy,0,0
C0001,61,8,Holstein Friesian,38.20628020216893,26.844229052229668,57.04437504457397,2405.8316687697975,4.779720891989179,Healthy,0,0
C0001,62,8,Holstein Friesian,38.12546034212771,27.350469661175197,55.672314421020054,2725.6116381509255,4.721408484627053,Healthy,0,0
C0001,63,8,Holstein Friesian,38.13297026874622,26.30892631486824,53.72627857550036,2647.476216207471,4.459273035422424,Healthy,0,0
C0001,64,8,Holstein Friesian,38.252531344786796,25.72085958143665,63.936441553512175,2447.73316713348,4.491024000391219,Healthy,0,0
C0001,65,8,Holstein Friesian,37.90633650954042,28.85074442189517,57.11662700279933,2612.836154878533,4.847070183504691,Healthy,0,0
C0001,66,8,Holstein Friesian,38.488939604577084,,67.63141204711343,2650.9033329831186,4.768796807231277,Healthy,0,0
C0001,67,8,Holstein Friesian,38.541629403653104,28.39354300832647,63.76575150231656,2473.0164845687527,4.661280145111788,Healthy,0,0
C0001,68,8,Holstein Friesian,38.11269238232478,30.38010336023092,57.08597902685344,2251.9991697310006,4.664083239265004,Healthy,0,0
C0001,69,8,Holstein Friesian,38.482548819923565,28.327627506204763,55.92031498606208,,4.7521994401884795,Healthy,0,0
C0001,70,8,Holstein Friesian,38.358335655844186,25.92518851727346,50.95768092247429,2548.09564299009,4.74194222161811,Healthy,0,0
C0001,71,8,Holstein Friesian,37.908534449236136,28.409871663583065,55.34390720270056,2658.4840868208494,4.633874802823115,Healthy,0,0
C0001,72,8,Holstein Friesian,38.70389811665046,32.51177923076638,62.626742525625396,2528.7327647564844,4.6021457009187845,Healthy,0,0
C0001,73,8,Holstein Friesian,38.37427689045056,,57.55002031585096,2370.4214040004135,4.649396730805078,Healthy,0,0
C0001,74,8,Holstein Friesian,38.30935862716118,30.41906809997342,50.25769009146103,2462.7482647288607,4.708434307254721,Healthy,0,0
C0001,75,8,Holstein Friesian,37.91747607122018,22.61152936745572,58.15510160879064,2418.3295719547255,5.044423389180348,Healthy,0,0
C0001,76,8,Holstein Friesian,37.74944478950225,29.17552644591605,61.31356386354799,2555.611007431635,4.861220319955533,Healthy,0,0
C0001,77,8,Holstein Friesian,37.91266413047414,27.602135091434928,51.00775209210376,2348.731117169684,4.552544006260585,Healthy,0,0
C0001,78,8,Holstein Friesian,38.55512674979374,27.871864297127342,54.431484835556006,2663.22395320715,4.875365386121796,Healthy,0,0
C0001,79,8,Holstein Friesian,38.20846311953033,27.139045814880753,50.452288381959754,2705.0372898015216,4.701416094892775,Healthy,0,0
C0001,80,8,Holstein Friesian,38.45616519977348,23.319820396177644,52.080389280196826,2412.879615029149,4.600765292445071,Healthy,0,0
C0001,81,8,Holstein Friesian,38.54652372759776,,,2438.4491477185657,4.5678315937157175,Healthy,0,0
C0001,82,8,Holstein Friesian,38.00240689483338,27.439975885961836,57.06392987691718,2261.303165247785,4.829317932606492,Healthy,0,0
C0001,83,8,Holstein Friesian,,,62.08272044544291,2835.0529005271046,4.880578307300705,Healthy,0,0
C0001,84,8,Holstein Friesian,38.23576130035016,26.034140843987416,58.24966608798895,2723.3984080912496,4.628325479481664,Healthy,0,0
C0001,85,8,Holstein Friesian,37.813376513499506,26.123177073108966,44.92231543813336,2244.7022883366453,4.724732754357527,Healthy,0,0
C0001,86,8,Holstein Friesian,38.13982537989714,25.925074206751695,50.029732185610406,2607.501977503085,4.683959512750566,Healthy,0,0
C0001,87,8,Holstein Friesian,38.359090360231995,28.490828570291644,55.0608312193695,2730.2383556103127,4.683497202360471,Healthy,0,0
C0001,88,8,Holstein Friesian,38.29536273207359,27.19834275165878,54.995352117257745,2091.6615317365463,4.6840674831410025,Healthy,0,0
C0001,89,8,Holstein Friesian,37.93794204918217,25.19110280008016,50.478716326067065,2471.6642552774624,4.738051543453686,Healthy,0,0
C0001,90,8,Holstein Friesian,38.39785574041947,27.874410385979623,72.32662752063602,2263.1009846396637,5.047421909212312,Healthy,0,0
C0001,91,8,Holstein Friesian,37.93072937200276,26.069894740431685,53.96404969769228,2176.7897344192897,4.950898336312575,Healthy,0,0
C0001,92,8,Holstein Friesian,38.04347784821339,27.255789709661528,53.00647917002987,2253.680762344307,5.048088364610553,Healthy,0,0
C0001,93,8,Holstein Friesian,38.381478217696085,23.66657989923163,55.5317449875244,2323.725990223949,4.735277765806121,Healthy,0,0
C0001,94,8,Holstein Friesian,38.57350793129691,25.10658876513286,48.64965869491093,2580.943036041767,4.895573848218053,Healthy,0,0
C0001,95,8,Holstein Friesian,38.34529431007813,25.32579730331971,52.35822542872592,2628.669569042301,4.708612834338651,Healthy,0,0
C0001,96,8,Holstein Friesian,38.18660337012661,22.62509297381353,50.58145659807287,2496.028976921284,4.812819501069632,Healthy,0,0
C0001,97,8,Holstein Friesian,38.127670611164845,25.71719627913958,48.096475216161906,2467.0296867521943,4.656099737558689,Healthy,0,0
C0001,98,8,Holstein Friesian,38.20747063873028,25.8818733528198,,2192.4196336552236,5.093548199996015,Healthy,0,0
C0001,99,8,Holstein Friesian,38.037745650575594,25.077516753097935,46.9456705690352,2370.326754899707,4.579761920918866,Healthy,0,0
C0001,100,8,Holstein Friesian,38.30747542416428,24.75858497889944,46.60578474812639,2403.418373603127,4.558080453437504,Healthy,0,0
C0001,101,8,Holstein Friesian,38.315710347576236,22.484595019751957,61.364440559435025,2600.9487294361516,4.6926201312804965,Healthy,0,0
C0001,102,8,Holstein Friesian,38.05160848405495,23.168062933609782,37.77395579153517,2880.8321009635365,4.753661724530871,Healthy,0,0
C0001,103,8,Holstein Friesian,37.9295198773407,22.462934144329914,51.739673746738774,2725.426992052147,4.574285367540201,Healthy,0,0
C0001,104,8,Holstein Friesian,,22.36670708224246,39.139282336031194,2458.5504713571104,4.85464898536039,Healthy,0,0
C0001,105,8,Holstein Friesian,37.76833016216199,23.14102092538868,41.8898151697743,2185.7907230336004,4.902730522916194,Healthy,0,0
C0001,106,8,Holstein Friesian,38.2478966874572,25.021051884595266,53.250115808876394,2851.098184394408,4.775427845736525,Healthy,0,0
C0001,107,8,Holstein Friesian,38.21339292227958,27.028470946914524,45.93680986730358,2785.3336980160343,4.854172129835903,Healthy,0,0
C0001,108,8,Holstein Friesian,38.14508143447611,22.84852785185971,43.15702406662945,2223.7980797519035,,Healthy,0,0
C0001,109,8,Holstein Friesian,38.09680054037083,23.482072675667943,42.24872980330193,2205.3518808073186,5.092307276437245,Healthy,0,0
C0001,110,8,Holstein Friesian,38.05425948551736,22.173936686601778,49.39198296614687,2307.077098726584,4.47446484876379,Healthy,0,0
C0001,111,8,Holstein Friesian,38.13107020862683,19.839144894600263,45.72089933638176,2309.711913923151,4.963310994263756,Healthy,0,0
C0001,112,8,Holstein Friesian,,22.875363172372992,51.720696463259216,,4.6824506668396975,Healthy,0,0
C0001,113,8,Holstein Friesian,38.34156865836921,22.946059733069724,47.552283959638885,2352.153266724693,4.802732493981862,Healthy,0,0
C0001,114,8,Holstein Friesian,38.50712763847686,27.503978120242238,41.806356424525234,2534.6339019115226,4.665191887528317,Healthy,0,0
C0001,115,8,Holstein Friesian,37.99364184013699,22.151036938198125,55.50444451213439,2387.5941025821785,4.787113411047972,Healthy,0,0
C0001,116,8,Holstein Friesian,37.87782820594791,23.09028710419733,46.970889553624765,2608.9274513934497,4.733793483186297,Healthy,0,0
C0001,117,8,Holstein Friesian,38.154495842379625,21.384852787254484,33.9763147553873,2310.7362175613926,4.631194924806682,Healthy,0,0
C0001,118,8,Holstein Friesian,38.30379488262443,18.47934399192425,45.6607204843942,2416.976594632571,,Healthy,0,0
C0001,119,8,Holstein Friesian,38.27804637300567,23.19042129328776,45.82776387832594,2544.256855350019,4.51527532075348,Healthy,0,0
C0001,120,8,Holstein Friesian,38.29862981364677,22.610201317982824,49.017835883267395,2942.9585424236816,4.773094698358412,Healthy,0,0
C0002,1,2,Holstein Friesian,38.73939322050391,21.165237600790075,77.47349491927983,5229.091826119361,4.72467457535432,Healthy,0,0
C0002,2,2,Holstein Friesian,37.905217013758204,19.736854382124942,70.4197183031647,4765.822528390981,4.872330856833315,Healthy,0,0
C0002,3,2,Holstein Friesian,37.9719308306249,21.345962170542034,78.81209984845307,5133.314132602665,4.63698193571328,Healthy,0,0
C0002,4,2,Holstein Friesian,38.4146031738188,23.298715062928682,69.07726774300171,5087.486687379103,4.81490498452664,Healthy,0,0
C0002,5,2,Holstein Friesian,38.31735764948696,21.51573758709379,76.58887420354492,4989.258301990728,4.688697931602568,Healthy,0,0
C0002,6,2,Holstein Friesian,38.49302048235104,21.00638034770078,87.82477498759681,5235.753962068464,4.613970616062615,Healthy,0,0
C0002,7,2,Holstein Friesian,38.38591632444421,23.943845499905994,69.3222495709146,5114.031841809822,4.82438216463649,Healthy,0,0
C0002,8,2,Holstein Friesian,38.42959594282196,23.021666980576747,71.88477475150427,4994.308465043229,4.838671058262415,Healthy,0,0
C0002,9,2,Holstein Friesian,38.519847761099385,20.482313476797657,74.84815650484538,5102.922758276787,4.872707469923093,Healthy,0,0
C0002,10,2,Holstein Friesian,38.59431270111016,23.176612757947723,70.72186022625542,4704.5273555332205,4.938336070722839,Healthy,0,0
C0002,11,2,Holstein Friesian,38.464727571946916,21.340425702511432,71.71709968493604,4852.3903615645295,4.917187126790987,Healthy,0,0
C0002,12,2,Holstein Friesian,38.31657783769787,21.800507733727112,73.77800907651189,,4.720664527073184,Healthy,0,0
C0002,13,2,Holstein Friesian,38.456721787750304,22.4420677245288,71.05435115399212,4917.644798609864,4.932037688935202,Healthy,0,0
C0002,14,2,Holstein Friesian,38.36846950146373,18.800972868254924,74.38233123341641,5001.874930414687,4.909747846085129,Healthy,0,0
C0002,15,2,Holstein Friesian,38.33233066643884,18.44116429266552,70.22254353567449,5264.350792184735,4.943755437069163,Healthy,0,0
C0002,16,2,Holstein Friesian,38.12928125125887,21.200378611527842,82.64764810538286,5296.567467556859,4.577511098717751,Healthy,0,0
C0002,17,2,Holstein Friesian,38.397246811856576,21.556485296599085,69.83158194244115,4759.895776196133,4.924461855860153,At Risk,0,0
C0002,18,2,Holstein Friesian,38.85723520910515,23.477727609432304,70.89108825480497,,5.242621706682656,At Risk,0,0
C0002,19,2,Holstein Friesian,38.87094404757269,21.270437194726725,77.02287988922266,4378.0953047092635,5.563280035999438,At Risk,0,0
C0002,20,2,Holstein Friesian,38.3829980516419,20.858329498015014,66.35100138474448,4793.186332566341,5.0077998276294595,At Risk,0,0
C0002,21,2,Holstein Friesian,39.31566533189089,27.143546993518715,79.07475866172165,4534.607536675239,5.297505644809521,At Risk,0,0
C0002,22,2,Holstein Friesian,38.9009655606967,23.05823976271558,79.4370719991728,4493.842500288158,5.281762612377184,At Risk,0,0
C0002,23,2,Holstein Friesian,38.86226810385006,22.60762696789303,65.76385604108793,4596.728069508155,5.396225567227698,At Risk,0,0
C0002,24,2,Holstein Friesian,38.600312250541116,21.09845878325863,77.03474061797931,4306.967109426527,5.333630571900228,At Risk,0,0
C0002,25,2,Holstein Friesian,38.81788547891546,24.064421667274097,71.8839496253957,4800.256595212792,5.308336566233916,At Risk,0,0
C0002,26,2,Holstein Friesian,38.432609839150324,25.108200253987956,76.10261920644456,4949.17140667906,4.96966638575426,Healthy,0,0
C0002,27,2,Holstein Friesian,38.19588836318973,23.236155951131558,65.16836867054953,5088.409700818009,5.178723744453705,Healthy,0,0
C0002,28,2,Holstein Friesian,38.4788533256599,25.2200129244346,64.88268741970982,5190.573455973252,,Healthy,0,0
C0002,29,2,Holstein Friesian,38.30365220581759,23.168669185361182,73.66727580593529,4858.431501363194,4.8232931858674455,Healthy,0,0
C0002,30,2,Holstein Friesian,38.46066894927061,24.989353120611725,71.187850866766,4745.400185820519,,Healthy,0,0
C0002,31,2,Holstein Friesian,38.61021211864287,24.40649155284073,72.55395966325584,4892.125812507473,4.8621498716992555,Healthy,0,0
C0002,32,2,Holstein Friesian,38.80185010179557,29.49216509440672,70.25470960985476,5078.473393408849,4.898967430254268,Healthy,0,0
C0002,33,2,Holstein Friesian,38.397623284005604,26.215692575627607,68.95566846828235,4824.043902832053,4.729744525085447,Healthy,0,0
C0002,34,2,Holstein Friesian,38.279030598528536,24.009295593698926,72.50961179679636,5058.663617870765,4.960807130262023,Healthy,0,0
C0002,35,2,Holstein Friesian,38.2816334477063,27.895701541950423,70.29743773389438,5029.68570445752,4.6373062476153555,Healthy,0,0
C0002,36,2,Holstein Friesian,38.248232635338105,24.093703592128286,65.06831445044183,5186.463577634643,4.618324736438179,Healthy,0,0
C0002,37,2,Holstein Friesian,38.732889063379126,26.97298121715913,79.11491256779091,4709.383444519397,4.896863554958758,Healthy,0,0
C0002,38,2,Holstein Friesian,38.08633576498696,22.935580441464257,69.70620457471601,4951.152891260951,5.081290651912468,Healthy,0,0
C0002,39,2,Holstein Friesian,38.73795129285604,24.392154107292466,66.2950073064964,4992.2104966088455,4.855310582347519,Healthy,0,0
C0002,40,2,Holstein Friesian,38.80108406098871,27.8177417574286,72.31413504376363,5128.960442841836,4.75579685747481,Healthy,0,0
C0002,41,2,Holstein Friesian,38.33163746006741,27.920190107113548,63.91129986163362,5205.7748037178535,4.966421990735209,Healthy,0,0
C0002,42,2,Holstein Friesian,38.89193551474856,27.456246880495645,72.97407849422405,4660.988977938148,4.608847776212876,Healthy,0,0
C0002,43,2,Holstein Friesian,38.72634094098633,26.557779632091236,71.98252200496944,4715.552216935111,4.982598987679824,Healthy,0,0
C0002,44,2,Holstein Friesian,38.35675802995586,26.051827382565957,65.09111431219812,4968.781407119798,4.827630783883754,Healthy,0,0
C0002,45,2,Holstein Friesian,38.12716832845556,,71.72602950884394,5239.518393231945,5.050262044097238,Healthy,0,0
C0002,46,2,Holstein Friesian,38.62630420028512,26.05821704310535,70.30360860643485,4997.440219491638,4.566111138278218,Healthy,0,0
C0002,47,2,Holstein Friesian,38.17447559137964,26.62119933712604,,4769.711234805631,4.794974752876186,Healthy,0,0
C0002,48,2,Holstein Friesian,38.73287249628344,29.726063517305274,77.76472888609963,5091.428896897343,4.5274121464705726,Healthy,0,0
C0002,49,2,Holstein Friesian,38.76015990150434,28.059545065318304,64.8698583257287,5162.758772639748,4.7477910504837135,Healthy,0,0
C0002,50,2,Holstein Friesian,38.15828971055624,24.02958770212921,65.5349845249269,5324.543555450498,4.751802400257426,Healthy,0,0
C0002,51,2,Holstein Friesian,38.46992258873414,28.674999598433864,59.39343697786736,5112.595646419678,4.659836658575792,Healthy,0,0
C0002,52,2,Holstein Friesian,38.33980590309761,26.16224757307619,60.54859009777448,5247.778807516351,4.9114309062174755,Healthy,0,0
C0002,53,2,Holstein Friesian,38.55086346024171,26.389860149126104,61.405691114567006,4843.679476884188,4.761329441833663,Healthy,0,0
C0002,54,2,Holstein Friesian,38.460765745793736,29.049074781620938,64.13487548195909,5087.849948616897,4.847165192890368,Healthy,0,0
C0002,55,2,Holstein Friesian,38.647914889241186,30.26381156166178,65.73968261068488,5457.568516101292,4.753195582421428,Healthy,0,0
C0002,56,2,Holstein Friesian,38.50870520476256,29.05203966237022,69.14258199550967,4746.351591508259,4.566139395553703,Healthy,0,0
C0002,57,2,Holstein Friesian,38.23429219502689,26.968180633360767,68.37046198993473,4889.922216239926,4.993327458608712,Healthy,0,0
C0002,58,2,Holstein Friesian,38.51567552122417,27.41686448304167,69.07574972970542,5057.581199778252,4.782375498212719,Healthy,0,0
C0002,59,2,Holstein Friesian,38.54109869940085,28.748677712555022,58.43625962660773,5319.231615608928,4.497726869002828,Healthy,0,0
C0002,60,2,Holstein Friesian,38.93960983017626,29.722593346224766,76.357068084528,4421.857562527013,4.801046901171323,Healthy,0,0
C0002,61,2,Holstein Friesian,38.86693016120772,27.297121620954602,,5194.693679340496,4.852775334741129,Healthy,0,0
C0002,62,2,Holstein Friesian,38.8024205868628,27.64830842779641,57.33739532097255,4931.208160212273,4.861911607812791,Healthy,0,0
C0002,63,2,Holstein Friesian,38.51186543839744,26.3915794642371,53.75759165472338,4970.235000266869,4.731699967518637,Healthy,0,0
C0002,64,2,Holstein Friesian,38.287486132257996,24.88562318831057,62.57398076567525,5092.178421913987,4.878820235308731,Healthy,0,0
C0002,65,2,Holstein Friesian,38.560417932595584,29.705549896189886,60.425236430049395,5146.842861043251,4.501444401547002,Healthy,0,0
C0002,66,2,Holstein Friesian,38.5708222746931,30.89832384947414,62.33142960653026,4760.916320772641,4.842074871345469,Healthy,0,0
C0002,67,2,Holstein Friesian,38.51841328194184,27.728171043407585,62.83792251343332,5019.197115468427,4.873358346022845,Healthy,0,0
C0002,68,2,Holstein Friesian,38.729367637575734,29.748838119183162,59.61211690611129,4995.829785140877,4.639062261228078,Healthy,0,0
C0002,69,2,Holstein Friesian,,28.459577801489488,49.892405771777725,5081.9374621783,,Healthy,0,0
C0002,70,2,Holstein Friesian,38.202337240998666,26.683511803984054,48.10405600502125,5219.868791744881,4.727972961569348,Healthy,0,0
C0002,71,2,Holstein Friesian,38.064955445868435,27.667878783583458,51.75336188694913,5326.002695581312,4.968414682323358,Healthy,0,0
C0002,72,2,Holstein Friesian,38.26173596117746,31.367294148254196,65.0249122194708,4827.888455977827,4.706578942230893,Healthy,0,0
C0002,73,2,Holstein Friesian,38.724139750786165,27.450679482392296,57.23109471645533,5054.856885103944,4.572434764734721,Healthy,0,0
C0002,74,2,Holstein Friesian,38.701266287248245,30.90433699690027,53.338646205239364,4764.258662010355,4.75776542083477,Healthy,0,0
C0002,75,2,Holstein Friesian,38.242288243326485,22.599059555983455,53.24249201514874,4962.6244074562865,4.9374052078776245,Healthy,0,0
C0002,76,2,Holstein Friesian,38.759883585281514,28.97488637605641,56.06312153095996,,4.890727958269206,Healthy,0,0
C0002,77,2,Holstein Friesian,38.24969129296466,27.636718335800964,52.10635863119635,,4.870411927656441,Healthy,0,0
C0002,78,2,Holstein Friesian,38.19066146575992,25.841883677814085,55.69762737435369,5168.835947267284,4.906333497919494,Healthy,0,0
C0002,79,2,Holstein Friesian,38.31208714481892,27.93173758956628,55.57646987777465,5338.955258386977,4.605892802633808,Healthy,0,0
C0002,80,2,Holstein Friesian,38.665323257024994,23.86699517019127,45.65016586868303,4685.917941215248,5.20177361550596,Healthy,0,0
C0002,81,2,Holstein Friesian,38.31500157117829,25.9275616232176,58.071998969565556,4842.253995834751,4.761915708165034,Healthy,0,0
C0002,82,2,Holstein Friesian,38.19438475476804,27.639097790151453,57.548343488269225,5148.389324688051,5.001965094163556,Healthy,0,0
C0002,83,2,Holstein Friesian,38.307050312124574,29.375159372150627,59.07415698257187,5135.84550573045,4.5669061891086695,Healthy,0,0
C0002,84,2,Holstein Friesian,38.60283296554839,25.810611856117443,56.423240883964354,5157.962700497794,4.958243992642582,Healthy,0,0
C0002,85,2,Holstein Friesian,38.37177263837444,25.540661952529994,45.95925621710021,4987.684107541324,4.919234109851634,Healthy,0,0
C0002,86,2,Holstein Friesian,38.13463231459098,26.216437208821244,,4726.150560765559,,Healthy,0,0
C0002,87,2,Holstein Friesian,38.32704238774828,29.006718871514238,50.83837466416614,5181.122248359898,4.960549208090133,Healthy,0,0
C0002,88,2,Holstein Friesian,38.50284483473289,27.812249446104648,53.72229520436797,5277.0960894776235,4.844974344442859,Healthy,0,0
C0002,89,2,Holstein Friesian,38.49516116856688,25.209105278761097,53.211577270565535,5051.383985145821,4.866573313595311,Healthy,0,0
C0002,90,2,Holstein Friesian,38.53542808145149,26.709189911542403,72.0396001259011,5086.823038000021,4.771807889480008,Healthy,0,0
