Cow_ID,Day,Udder_Temperature_C,Ambient_Temperature_C,THI,Milk_EC_mS_cm,Milk_Yield_kg,Mastitis_Status,Mastitis_Next_7_Days,Mastitis_Next_14_Days
C0001,33,38.395751332912326,21.892370656512046,60.171981669447305,4.664890030668132,15.134993957367863,Healthy,0,0
C0001,34,38.174985593075895,25.17836467953708,63.15810938403729,4.85090939852876,14.873199425861168,Healthy,0,0
C0001,35,38.33806337261676,27.773187350594622,69.385531554157,4.9728494768420415,15.944162036065809,Healthy,0,0
C0001,36,38.44278262716093,26.180172862933865,67.27664087597249,,16.77814774421024,Healthy,0,0
C0001,37,38.17042771088076,25.621423317277447,71.4509446074271,4.965215714640067,15.323877115338082,Healthy,0,0
C0001,38,38.177891691455955,28.212415896442412,70.04020506582573,4.7293580753666555,15.194569739808346,Healthy,0,0
C0001,39,38.239682609925445,24.47888718925984,70.22895676557177,5.1255254212603925,13.090836601993395,Healthy,0,0
C0001,40,38.61592436375447,26.675396439390365,69.57629657510483,5.01828479663128,14.686619983946784,Healthy,0,0
C0001,41,38.51477188011044,25.53871675086221,67.62046221346725,5.1327950777066205,14.132059299268109,Healthy,0,0
C0001,42,38.36795703169348,23.2452972400185,65.51260201305699,,16.471013867278728,Healthy,0,0
C0001,43,38.43973196085964,26.471900401486185,68.74855565548422,4.9563666337771535,14.359364785631593,Healthy,0,0
C0001,44,38.190594197035935,28.648109782695368,74.42498888818174,4.846335555925093,14.200634936085004,Healthy,0,0
C0001,45,38.073415228596986,27.79583575268832,74.15167528460385,4.995506472427978,14.327669282484216,Healthy,0,0
C0001,46,38.33993498405828,27.489121932029533,68.71849732090645,4.799402004353176,13.561948317512288,Healthy,0,0
C0001,47,38.27945621196748,31.877083000618548,78.46295328426146,4.8930944088305255,13.262241420739038,Healthy,0,0
C0001,48,38.23711371703514,28.076835408838647,70.03562068796617,4.724805738210947,14.64661994161981,Healthy,0,0
C0001,49,37.92486745201972,29.046296889350597,74.84630395086305,4.798922160637603,14.593736973449184,Healthy,0,0
C0001,50,38.14734826278231,31.807967819312783,77.25231495714701,4.967589733565329,13.430840518483135,Healthy,0,0
C0001,51,38.14759309898972,25.131549626309138,66.85261818857367,4.7101670722376205,13.232578501306058,Healthy,0,0
C0001,52,38.33951267980881,25.19634288961432,68.33055425190871,4.90768731381281,12.825579127555649,Healthy,0,0
C0001,53,38.55175220375196,31.689450287998625,74.30579836568397,5.007125420856264,12.348099073739935,Healthy,0,0
C0001,54,38.27330547437192,25.19470304447329,68.14526226381903,4.74796273622339,15.496971464915521,Healthy,0,0
C0001,55,38.50355756233176,28.174616034043705,71.34711109849631,4.939880248552992,12.858100423351361,Healthy,0,0
C0001,56,38.28826592989506,29.497089693762078,80.03220669864523,4.847376588756234,12.63992179580934,Healthy,0,0
C0001,57,38.218165818556514,29.32914827644903,74.97792223998032,4.90499668532412,14.305779458364778,Healthy,0,0
C0001,58,38.6549927042034,30.987988065860808,76.60059730389312,4.861638435785482,13.930242086186494,Healthy,0,0
C0001,59,38.33375428803088,31.14442110509117,77.9853726819047,5.032361759185862,13.241247125097157,Healthy,0,0
C0001,60,38.066296256575654,30.921484008311893,75.00034107638292,5.1464331274050785,14.636000415642858,Healthy,0,0
C0001,61,38.663960579317674,26.702191669161312,69.67689327683419,4.839325800633009,13.569134315321751,Healthy,0,0
C0001,62,38.184175380093066,28.58203154731746,77.05087631658311,5.327000937513052,13.576166610235646,Healthy,0,0
C0001,63,38.10053094887723,28.904529920067585,74.86304186810773,,14.268141502131188,Healthy,0,0
C0001,64,38.14621990153611,25.476268975052736,66.86346877658764,4.616874506491025,15.13184716813996,Healthy,0,0
C0001,65,38.82040235521473,30.0966478435178,76.07784563102904,5.042444876202844,14.319909806806464,Healthy,0,0
C0001,66,38.11425298206361,29.816682346017647,68.55814165963653,5.210023123384687,15.074928551345128,Healthy,0,0
C0001,67,38.566703850063526,28.463863106772042,70.46152252498904,5.073013834761184,14.75827049567701,Healthy,0,0
C0001,68,38.379131862919905,27.839842801937706,69.28656253947047,4.829551394660338,15.686052496766761,Healthy,0,0
C0001,69,38.601694482797114,25.785224480519954,67.61202985246591,5.326662975591997,13.809783164297972,Healthy,0,0
C0001,70,38.11665567940519,28.038714038800226,73.3774078469918,4.769072554913689,12.665314128532073,Healthy,0,0
C0001,71,38.22486258547989,29.537943585055448,73.70676621301033,5.071559481978273,14.945147351101195,Healthy,0,0
C0001,72,,26.052275605860054,68.68906711235816,5.372683888950139,14.676250146223536,Healthy,0,0
C0001,73,38.12225966756998,29.716749823198626,74.55515338259586,4.989620742229426,14.40997467527296,Healthy,0,0
C0001,74,38.57935245386165,24.93647790358011,67.6976343028733,5.081268184267134,12.448639349043397,Healthy,0,0
C0001,75,38.228883345438085,23.47456245414857,67.17661706010284,5.0671775903061,12.39241104262744,Healthy,0,0
C0001,76,38.545548476987186,29.86250240659439,68.51607873644724,4.89832529153793,13.88023421124655,Healthy,0,0
C0001,77,38.399561124823,27.085500728670812,68.37961649970143,4.82080473424659,13.647443754416884,Healthy,0,0
C0001,78,38.435212677448554,27.732876833606756,71.3753467317195,4.981912109265739,13.79754387064284,Healthy,0,0
C0001,79,38.57315626572725,25.635961881766736,70.4665422390763,5.037900772841854,13.969395682094769,Healthy,0,0
C0001,80,38.82176799480016,23.372312286303487,67.4082744399148,5.802513214856657,14.275557504613888,At Risk,0,0
C0001,81,38.46114647690125,30.016227090892063,75.11571501559666,5.147525603292604,9.528368022879214,At Risk,0,0
C0001,82,38.24907877359086,26.259363433145012,68.79504414085687,5.132442425866393,13.82173757489419,At Risk,0,0
C0001,83,38.638319252471426,30.591234012657722,80.45567020860678,5.324158103736436,13.074319730568185,At Risk,0,0
C0001,84,38.508882882864825,28.469609197845678,75.41271237715647,5.341364168459959,11.312872904239942,At Risk,0,0
C0001,85,38.59104038663873,25.323234203133037,69.34786990747337,5.692224459803193,13.959259043901891,At Risk,0,0
C0001,86,38.471665780638794,24.520737955564044,65.87446801463402,5.0371589237797965,13.454143801646707,At Risk,0,0
C0001,87,,24.55100466829847,67.75513684552979,5.705053730976392,13.882383957935769,At Risk,0,0
C0001,88,38.2167121599508,23.785452925997404,65.36870895408865,5.5202651647911605,10.495705338416709,At Risk,0,0
C0001,89,38.58337340434481,29.84946551441134,75.68277834867824,5.20797450395447,15.792647765970818,At Risk,0,0
C0001,90,38.62218093366804,26.38810586751605,69.11978062674751,5.258265575645381,10.87363021104901,At Risk,0,0
C0001,91,38.20040606796711,28.353486727734676,73.36565730902218,5.110677477156851,,Healthy,0,0
C0001,92,38.321222971883046,24.058231291523175,66.64047541842483,4.848135744546915,13.450730865431241,Healthy,0,0
C0001,93,38.0607146618586,,68.36484360311331,4.971000687838154,13.222026589007866,Healthy,0,0
C0001,94,38.59676986106963,28.000838974323628,,4.793464845341679,15.154442501949443,Healthy,0,0
C0001,95,38.51500831919967,25.20588653144777,63.73152549856564,4.825176547683334,14.370409847116274,Healthy,0,0
C0001,96,38.33270109196109,27.3613774983711,75.15219512010754,4.869963365190007,12.533116352754414,Healthy,0,0
C0001,97,38.14858688876054,21.704770111946317,67.20729236786501,4.650735391687025,14.25927569658545,Healthy,0,0
C0001,98,38.58600205701638,21.996417204211227,63.07708872129369,4.754039478038632,14.54867684229709,Healthy,0,0
C0001,99,38.2886577042232,25.934532466182375,68.13824014481979,4.874887153335958,14.875623388659644,Healthy,0,0
C0001,100,38.408760026256445,23.98092167498256,66.16784981487163,5.0924214795740665,16.242006623705475,Healthy,0,0
C0001,101,38.543196411058005,25.17602426869461,65.85813284699373,5.196464909739513,12.96492372943938,Healthy,0,0
C0001,102,38.29513540952786,21.212880982352136,59.716116336576945,4.869568501561301,14.232037112313787,Healthy,0,0
C0001,103,38.48534830011411,25.106374008793274,68.47747704422999,4.881405378286518,13.178505819006684,Healthy,0,0
C0001,104,38.35546739185918,29.58610302869748,72.86555652947837,4.904912055806277,12.442987743209331,Healthy,0,0
C0001,105,38.0962856190178,23.707566374955388,64.8991713287655,4.775182668837605,14.484010537196987,Healthy,0,0
C0001,106,38.5344463885449,23.340626781194594,62.56006019260265,4.768343848020175,15.469607882332042,Healthy,0,0
C0001,107,38.24850049620221,23.991971937293673,63.07692741477186,5.113992664487759,13.898077184765166,Healthy,0,0
C0001,108,38.329237952837175,20.27783143634443,55.84450132875908,5.080506440401638,13.213971179257353,Healthy,0,0
C0001,109,38.28683087149445,24.207035881516685,63.61483066806166,5.085853224713294,15.829019085198109,Healthy,0,0
C0001,110,38.37075820085505,19.812586204524994,,4.955529063435706,13.930774898210684,Healthy,0,0
C0001,111,38.25324349892113,21.748686127783376,60.15605965032207,5.078314147896305,13.49869397314185,Healthy,0,0
C0001,112,38.37891965075188,25.67371939271997,70.09825760782384,4.870919961336743,13.957414754720345,Healthy,0,0
C0001,113,38.88603681150359,21.90185346991643,61.11097235341264,4.972268728441163,13.688389898152803,Healthy,0,0
C0001,114,37.99917835165363,22.80205833753643,65.23815432287533,4.886922501197821,14.326833039802315,Healthy,0,0
C0001,115,38.2576045734889,23.38823238126752,67.47973280886403,4.785638570455178,14.430664424637726,Healthy,0,0
C0001,116,,22.18525658578316,63.664606447839645,4.692374794469296,14.5320500935208,Healthy,0,0
C0001,117,38.254254358857395,18.881776201809622,62.074053278815995,4.757458208992621,14.684957675299701,Healthy,0,0
C0001,118,38.39882885259298,20.684339603643906,61.64739031107229,5.18834835231898,12.549776137695853,Healthy,0,0
C0001,119,38.55900491889636,24.909490262233845,70.51818925586511,4.927507837344194,14.200853998894555,Healthy,0,0
C0001,120,38.63644210935631,16.31779930170276,55.30042270099704,5.001645727633981,14.286276947953047,Healthy,0,0
C0002,1,38.29432948336943,17.623946361523934,57.277742893008245,4.447974963634164,15.10858670019629,Healthy,0,0
C0002,2,38.213063146017454,22.1401010980666,61.97418356876564,4.345265223515854,12.22677982341731,Healthy,0,0
C0002,3,37.88572951387287,21.779798475876596,60.812385737596045,,13.186059139667123,Healthy,0,0
C0002,4,38.31560318853717,17.90078070860023,56.81938186738925,4.761376028305703,14.854432998759727,Healthy,0,0
C0002,5,38.353996874409276,19.24609949464257,61.907044353464606,4.43018844270966,14.198304696342415,Healthy,0,0
C0002,6,38.35758549779836,24.56626678910855,66.49168344588027,4.495087138813265,,Healthy,0,0
C0002,7,38.15852851814495,15.872287185619248,57.49257395341702,,14.200653223147487,Healthy,0,0
C0002,8,38.49795902477135,19.680191374216193,62.568205606994255,4.691382627992899,13.538734646216922,Healthy,0,0
C0002,9,38.183765908858774,23.656206984406275,66.61563374739674,4.473173631482791,,Healthy,0,0
C0002,10,,19.967559777444638,58.3568729779288,4.377215015498349,15.04733552334957,Healthy,0,0
C0002,11,37.663178321678465,20.707931683494092,59.92699761352403,4.609316377692665,14.771491304892935,Healthy,0,0
C0002,12,38.420891423994675,20.789255285511828,61.45576540065126,4.564887069572441,14.911935459292302,Healthy,0,0
C0002,13,38.45984909398869,25.64866048121777,66.43817204631645,4.435257074494218,13.982268234503094,Healthy,0,0
C0002,14,38.730524668500315,22.15376068459131,62.822204546921114,4.757373598991788,,Healthy,0,0
C0002,15,37.92142943523488,22.232372115949513,,4.6351248263210705,,Healthy,0,0
C0002,16,38.29170884605119,22.005978777928302,63.93298448092382,4.671689437360394,13.813972463026216,Healthy,0,0
C0002,17,38.3207410735188,,68.60652848552488,4.54794042513551,14.327104786697019,Healthy,0,0
C0002,18,38.21208430169496,27.733674435057743,74.73028085380362,4.508668163538068,13.805894420566213,Healthy,0,0
C0002,19,38.58006295957737,25.709651658113422,72.42633671140818,4.5615492494784435,13.392302761601622,Healthy,0,0
C0002,20,38.3334720206301,24.87121258386387,65.42493260862165,4.291550160906814,16.240494379909983,Healthy,0,0
C0002,21,38.02650576971227,25.692722754574618,66.98785611995717,4.451433485861032,15.184036030629562,Healthy,0,0
C0002,22,38.28934760397619,26.50578641348099,71.72010945504242,4.4463044884570735,13.18771793555214,Healthy,0,0
C0002,23,37.969514450384565,22.441101275987375,65.67180022850839,4.4213700920451044,14.350474073956532,Healthy,0,0
C0002,24,38.03396138224785,27.105838019281087,70.11455926232192,4.672991422329996,14.859248508112087,Healthy,0,0
C0002,25,38.0878525548665,21.92380224082372,64.10145933101668,4.231088768698018,14.956961213872512,Healthy,0,0
C0002,26,38.098458431692265,23.547321815262045,65.43391569071945,4.345344973876135,15.23813636923955,Healthy,0,0
C0002,27,38.0485568128089,26.556792871049566,70.79433112591535,4.403083458246697,15.926499078160488,Healthy,0,0
C0002,28,38.17141178719592,22.767764799319096,66.393747083099,4.806220089757872,15.084380611654462,Healthy,0,0
C0002,29,38.28445620923086,25.079594532288038,68.84337571673974,4.714875432301829,15.277268110042389,Healthy,0,0
C0002,30,37.934303584470534,23.854008746155813,65.90013626544511,4.381561044490756,14.238614348538729,Healthy,0,0
C0002,31,38.48590596513934,24.929303248840228,68.50328139797791,4.540153627145862,15.620233994827595,Healthy,0,0
C0002,32,37.98196843667468,20.622884058590746,60.467657291614074,4.420464477280436,15.497457566073493,Healthy,0,0
C0002,33,38.294683604854896,21.741032914207043,60.92017475458891,4.418134022633396,14.921201832660705,Healthy,0,0
C0002,34,38.191147614746605,25.094232828429345,63.366589948088084,4.383826267304987,,Healthy,0,0
C0002,35,38.45502080638911,27.703985301464893,70.78286586526039,4.558991039581615,15.442632870131773,Healthy,0,0
C0002,36,38.20151303682268,25.828064021358355,69.17219048206968,4.354448484054734,,Healthy,0,0
C0002,37,38.0060232282458,27.22014490970193,70.0059235759508,,16.674233633016858,Healthy,0,0
C0002,38,38.105608627542544,27.784273754698347,69.83583262678546,4.546117273904767,14.432391796766082,Healthy,0,0
C0002,39,38.159479633012815,24.708323578396023,69.9884768383275,4.489543134559857,,Healthy,0,0
C0002,40,38.02698470829781,27.16921306416312,70.22892692153158,4.256560919960536,15.768789036916267,Healthy,0,0
C0002,41,38.07359516759647,25.687486412099215,68.0240963013561,4.385857894784774,13.691223268283009,Healthy,0,0
C0002,42,38.40255402878593,23.181331083708848,65.64105019098443,,14.99700820761461,Healthy,0,0
C0002,43,38.309798819349716,26.73585024763125,69.7916729995203,4.496897370499097,13.48897012319478,Healthy,0,0
C0002,44,38.084278929545945,27.7106067944986,73.22621003641957,4.7088721652109635,14.564603696546294,Healthy,0,0
C0002,45,38.26956078047265,27.434830760079784,,4.454025448048665,14.642212420544656,Healthy,0,0
C0002,46,38.07332360469705,27.957761722219175,69.5398315228642,4.373669397140942,13.429635337034092,Healthy,0,0
C0002,47,38.45442615951384,32.36944229039112,79.64660625367372,4.745198545129493,12.797872000517684,Healthy,0,0
C0002,48,37.900458573032665,27.996130944078626,,4.5389500494160036,14.295882579009845,Healthy,0,0
C0002,49,38.448482619334996,29.710152195246398,74.73773159736498,4.536952262281337,13.918580163567576,Healthy,0,0
C0002,50,38.27889835460484,32.03341023233461,,4.577943564100911,14.001005059972162,Healthy,0,0
C0002,51,38.13599424298669,25.538351558930252,66.32525656366973,4.303496178894332,14.777533439395917,Healthy,0,0
C0002,52,38.318192676467774,26.461829966769802,68.93044212885077,4.636594521675965,15.943419048265332,Healthy,0,0
C0002,53,,31.597568497683547,74.76341937200904,4.611926264646428,14.160734653146493,Healthy,0,0
C0002,54,38.32693038819951,25.71618736090885,70.21861372533462,4.4556970724493326,12.928472687710032,Healthy,0,0
C0002,55,38.289635879966845,28.274883611218534,71.88136209005681,4.665103857111321,14.6163621319924,Healthy,0,0
C0002,56,38.445820932346244,29.764117704342283,77.16566893626795,4.712132798386924,13.778524105497938,Healthy,0,0
C0002,57,38.03787347820364,29.61475406453212,74.4976200075963,4.347552576132166,14.035797947364902,Healthy,0,0
C0002,58,38.55089824263088,31.649302459083437,75.30729165790521,4.457988347736711,13.850987362753854,Healthy,0,1
C0002,59,38.0061004791751,31.349326530486127,75.83216825174004,4.503371387251196,12.253572863018151,Healthy,0,1
C0002,60,38.398730027848345,30.0998149344749,76.56209456488303,5.309692757901963,13.53214562014675,At Risk,0,1
C0002,61,38.97675161617451,26.078968750359433,69.65534628489654,4.794712468224334,14.37760631872555,At Risk,0,1
C0002,62,38.174982601885105,29.974492709913424,75.83829461341014,5.016414665234121,12.722040181275796,At Risk,0,1
C0002,63,38.29722625494973,28.934891832758524,76.03937383930418,4.876861677849304,12.647622314897957,At Risk,0,1
C0002,64,38.16334128353976,25.557633286336316,66.94185669669294,4.953002737119985,14.316774222766554,At Risk,0,1
C0002,65,38.869423819781765,30.745362847795086,75.32069091522384,5.134654624486805,12.308780037429816,At Risk,1,1
C0002,66,38.89826388793632,28.39092608898813,68.47070927465799,5.175664670496633,14.197787399610421,At Risk,1,1
C0002,67,39.09706891319289,27.085961880908975,71.41167237672725,4.7045530204236305,11.777235553576041,At Risk,1,1
C0002,68,38.73736082727898,27.294706080120545,69.42691524303403,5.341470189117132,13.465885607982127,At Risk,1,1
C0002,69,,26.14206953939111,67.42166160273037,5.210625835466802,12.285979019626156,At Risk,1,1
C0002,70,,27.818846841921037,72.06100049030957,5.203468274645515,14.38852040076239,At Risk,1,1
C0002,71,38.47965837236579,29.072000696093273,72.56495283741556,4.6379145302532905,12.149098903462594,At Risk,1,1
C0002,72,39.17735974260788,26.34466798712528,,5.874692862066728,11.423887446875154,Mastitis,1,1
C0002,73,39.127427297609735,30.320064382357263,76.22296149305345,6.505842901409373,10.660695810466207,Mastitis,1,1
C0002,74,38.87838409318998,25.83355785875813,69.86977607098854,6.651002201470529,10.604362433845317,Mastitis,1,1
C0002,75,39.14089688658422,24.025723838831865,64.48873139914659,5.376641484510718,10.380606938030883,Mastitis,1,1
C0002,76,38.96282799881359,29.18229091953021,66.2707733235968,6.188140514524833,9.152774760848741,Mastitis,0,0
C0002,77,,26.068486652744753,68.97955463602962,4.52673778818136,14.430035777803427,Healthy,0,0
C0002,78,38.40529739681593,27.461436889924293,71.75000565422485,4.401584258891753,13.662682955826428,Healthy,0,0
C0002,79,38.179672024819055,26.026199841558228,67.47780785935157,4.364601007427191,13.758894437997792,Healthy,0,0
C0002,80,38.39012332217531,23.855134708765412,65.85582169294089,4.409189498264796,14.189312277171187,Healthy,0,0
C0002,81,38.56338571562409,29.328421233314536,75.88249783468365,4.516066842606546,12.802925712087498,Healthy,0,0
C0002,82,38.50363717674261,26.334153912423613,68.4509594069549,4.65400731101229,15.931095896885806,Healthy,0,0
C0002,83,38.41681004082176,29.671585785166634,79.40605944839751,4.506507301818024,14.363390945946598,Healthy,0,0
C0002,84,38.336536602600326,28.59438558909019,74.97540943691997,4.533558743549203,12.012168140411504,Healthy,0,0
C0002,85,38.200044858171,26.330095311078754,70.02895445283056,4.619171275794485,14.905007282448757,Healthy,0,0
C0002,86,38.35782524639987,25.47313143922256,67.03390491669619,4.423653464486912,15.664774250584145,Healthy,0,0
C0002,87,,25.09506731343472,67.92176295664073,4.597521908081648,15.81855822325958,Healthy,0,0
C0002,88,38.39051241187327,23.764636602011723,65.5096977527954,4.368990660428593,16.29313184277763,Healthy,0,0
C0002,89,38.138987492293204,29.992344757676324,74.67413118510078,4.601533400939457,13.136049580534117,Healthy,0,0
C0002,90,38.426140366879245,26.379866776351182,71.73840070653188,4.426165308500131,14.886371279962836,Healthy,0,0
C0002,91,,28.27080193770852,72.63054970758698,4.7156751550941625,16.348705544352683,Healthy,0,0
C0002,92,38.4270401027122,23.295901343102365,66.2548318636847,4.4798764914255464,15.334376323485978,Healthy,0,0
C0002,93,38.29623008512999,25.734942972411538,70.29531198580875,4.594441490748815,13.415020432770207,Healthy,0,0
C0002,94,38.03232468927697,28.20421363416535,69.28453923296556,4.796704898161124,14.699248503561675,Healthy,0,0
C0002,95,38.05319134969749,25.259685136219613,64.94801643257763,4.517344672349582,14.191820593896312,Healthy,0,0
C0002,96,37.787573279326665,27.123439593970325,74.63959543021525,4.568962299252498,13.940936549717998,Healthy,0,0
C0002,97,38.030141036804025,22.34705396520771,66.99663468629547,4.436379464112518,15.172525181042902,Healthy,0,0
C0002,98,38.06200400385633,23.269997887565253,65.08237901809228,4.5946312903521,13.852804228507408,Healthy,0,0
C0002,99,38.068569246326526,25.222507809374385,67.11482019945552,4.5792118283886785,16.363688137462198,Healthy,0,0
C0002,100,,24.189072941365964,67.21087699622633,4.467255332001352,,Healthy,0,0
C0002,101,38.181784779616194,26.1743581316408,65.66965882422824,4.453179827858458,14.50374252430121,Healthy,0,0
C0002,102,38.67207062558238,20.52279647944693,59.48146178013623,4.405625683533271,14.448908306147118,Healthy,0,0
C0002,103,37.82012647085955,24.980378974295242,66.82921660464375,,15.361486202425255,Healthy,0,0
C0002,104,38.265720445567716,29.129342841011525,72.1161222169432,4.662036806195225,15.002302605378175,Healthy,0,0
C0002,105,38.212347098283345,24.012390523424056,67.69384492195721,4.507506279120394,14.428745202260458,Healthy,0,0
C0002,106,38.1971317480566,,63.81661276839883,4.5111767608111935,14.261586119062375,Healthy,0,0
C0002,107,38.34490527709263,24.141360820217383,64.58340748661477,4.691562007154002,15.329845766943073,Healthy,0,0
C0002,108,38.53160308726197,20.574223758296306,57.8929766081724,4.665353358685648,16.048178370820924,Healthy,0,0
C0002,109,38.54917486487947,24.299871553381013,61.79417235423169,4.540933461925796,15.184278164289756,Healthy,0,0
C0002,110,38.204173424276036,,60.40457079305902,4.756876238928888,13.735094199084696,Healthy,0,0
C0002,111,38.09688329185711,22.944358463527983,58.06160461617297,4.582830465574515,15.859480980092751,Healthy,0,0
C0002,112,38.14733451124719,24.093203251117362,69.19966346703531,,14.117120299283645,Healthy,0,0
C0002,113,38.21548934965904,20.99849147292506,62.59133953359915,4.732161875683703,16.166186467721303,Healthy,0,0
C0002,114,38.840145898294125,22.711031049096224,64.85278077576606,5.557109825954776,13.097616740201437,At Risk,0,0
C0002,115,38.45024878793639,24.526051509256057,68.34542985043207,4.734484179846442,13.579066177155369,At Risk,0,0
C0002,116,38.60263191973179,22.223233632708553,63.883370381116904,5.056126515237547,12.994166986596765,At Risk,0,0
C0002,117,38.50132036553104,18.66286187740192,61.177960026220596,4.534059056540464,15.29171721086051,At Risk,0,0
C0002,118,38.39922500659313,20.744961039641236,60.04499831465114,4.675141059231416,14.957918469963706,At Risk,0,0
C0002,119,38.75438408342019,,70.80259744253439,4.786965004424454,12.913770354566923,At Risk,0,0
C0002,120,38.68764012338099,16.732375388845405,54.15476592064656,5.357147256353708,11.535083965988768,At Risk,0,0
C0003,1,38.5584034311059,17.74469051006309,56.350788728294226,4.711882800603071,23.260230323036637,Healthy,0,0
C0003,2,38.140010284124465,21.757311944881536,63.145580081975275,4.593774503655991,22.187628454549674,Healthy,0,0
C0003,3,38.17395246360977,20.750704019837073,60.35648785217272,4.481242032249948,24.422469111559074,Healthy,0,0
C0003,4,38.26641013136435,17.541434535197478,57.86886945695866,4.581488520489955,24.506023801536145,Healthy,0,0
C0003,5,38.23330657880087,19.819367073983905,62.95203068805506,4.898404761639608,24.697971529215057,Healthy,0,0
C0003,6,38.26103825938116,24.68116315313543,66.68706689848882,4.44378217924789,24.066391568360146,Healthy,0,0
C0003,7,38.07178379702855,16.68931808294916,54.49766186995892,4.487922754932452,24.398418921960175,Healthy,0,0
C0003,8,38.10852686653151,21.112809116566208,59.40163990643008,4.4219203957180495,23.33323703180524,Healthy,0,0
C0003,9,38.07483467695403,24.180913648831343,67.08606893602679,4.350108978211256,24.199518960114677,Healthy,0,0
C0003,10,38.0942659244205,18.991279319805106,57.43547979854602,4.295741613151991,22.177545202135548,Healthy,0,0
C0003,11,38.61092383947221,21.19960874122897,60.6633816676165,4.578263485801422,23.717910568771362,Healthy,0,0
C0003,12,38.672465790860244,21.312776768212775,60.327430752094706,4.461063279656744,25.05323787831138,Healthy,0,0
C0003,13,39.02930248922196,26.05424371359496,67.71818604454377,5.142512878673379,22.703955617429834,At Risk,0,0
C0003,14,38.25609161018526,21.546309740717255,63.124927246476304,5.109598702760743,22.17704265979178,At Risk,0,0
C0003,15,38.84197869273444,22.875376075143475,63.94823715077135,4.66202837888897,21.37786170716446,At Risk,0,0
C0003,16,39.02270776556998,22.267620731072096,65.17977869843394,5.108357680973201,21.408755704265673,At Risk,0,0
